رقم التسجيل,اسم العلامة عربي,اسم العلامة انجليزي,حالة العلامة,نوع العلامة من حيث الوصف,نوع العلامة,الفئة,اسم المالك بالعربي,اسم المالك بالانجليزي,تاريخ تسجيل العلامة,الجنسية,تاريخ بداية الحماية,وصف العلامة,تاريخ نهاية الحماية,تاريخ النشر
1444031011,بقشان ب,BUgshan B,علامة مسجلة,تصويرية لفظية,علامة تجارية ,فئة17,شركة بقشان السعودية,-,6/5/2023 17:00,المملكة العربية السعودية ,3/18/2023 20:06,كلمة بقشان باللغة العربية واللاتينية وبجوارها رسم هندسي مربع واسفله حرف باء بالعربي وبداخله ثلاث مستطيلات احدهما راسي والاثنان افقيان تشكل حرف بي اللاتيني,11/29/2032 20:06,3/28/2023 14:51
1444020184,-,Cedars Sinai S,علامة مسجلة,تصويرية لفظية,علامة تجارية ,فئة35,-,Cedars-Sinai Medical Center,3/23/2023 16:34,الولايات المتحدة الأمريكية,12/27/2022 9:32,عبارة سيدارز سايناي بحروف لاتينية بجانبها رسم يشبة حرف اس اللاتيني بشكل مميز باللون الاحمر,9/8/2032 9:32,1/15/2023 11:47
1444040154,-,SLUMBERKINS ,علامة مسجلة,تصويرية لفظية,علامة تجارية ,فئة16,-,Slumberkins Inc.,9/29/2023 16:05,الولايات المتحدة الأمريكية,5/30/2023 11:43,كلمة سلمبركينز مكتوبة بأحرف لاتينية مميزة حيث تمّ كتابة النقطة فوق الحرف اللاتيني أي على شكل غيمة.,2/10/2033 11:43,7/4/2023 19:32
1444017205,-,P L INFINITE PLATFORMS FOR LOGISTICS,علامة مسجلة,تصويرية لفظية,علامة تجارية ,فئة 10,شركة سبل للخدمات الرقمية,SPL Digital Services Company ,2/26/2023 19:39,المملكة العربية السعودية ,12/5/2022 12:14, علامة لا نهاية مضاف لها حرفي بي و ال باللغة اللاتينية بينهم خط أفقي باللون الأسود الداكن اسفلها عبارة انفينيت بلات فورم فور لوجيستيك باللغة اللاتينية باللون الأسود الداكن,8/18/2032 12:14,12/25/2022 10:54
1444013152,-,-,علامة مسجلة,تصويرية,علامة تجارية ,فئة35,-,LACOSTE,1/17/2023 16:34,فرنسا,11/3/2022 12:43,رسم تمساح بشكل مميز,7/17/2032 12:43,11/10/2022 15:30
1444005805,-,Mialouna ,علامة مسجلة,تصويرية لفظية,علامة تجارية ,فئة 4,اتش اند ام هينيس اند موريتز ايه بي,H&M Hennes & Mauritz AB,1/18/2023 9:09,السويد,9/6/2022 17:33,كلمة ميالونا مكتوبة بأحرف لاتينية مميزة,5/19/2032 17:33,10/23/2022 21:03
1444026665,-,VARA ,علامة مسجلة,تصويرية لفظية,علامة تجارية ,فئة36,دبي لتنظيم الأصول الافتراضية ش.ذ.م.م,-,5/25/2023 2:20,الإمارات العربية المتحدة,2/13/2023 12:29,كلمة فارا بحروف لاتينية بخط وشكل مميزين والعلامة باللون الاسود,10/27/2032 12:29,3/16/2023 17:32
1444012937,دار لاونج,DL DAR LOUNGE,علامة مسجلة,تصويرية لفظية,علامة تجارية ,فئة43,مطاعم خالد عبدالله علي السيار لتقديم الوجبات,-,2/12/2023 22:12,المملكة العربية السعودية ,11/1/2022 17:26,عبارة دار لاونج بالعربي واللاتيني باللون الاسود وعلى الجانب الحرفين اللاتينيين دي ال متداخلين باللون الاصفر. ,7/15/2032 17:26,12/12/2022 16:19
1444033997,غدي,Ghadi,علامة مسجلة,تصويرية لفظية,علامة تجارية ,فئة42,شركة منصة غدي المالية,-,8/12/2023 3:29,المملكة العربية السعودية ,4/9/2023 23:55, كلمة غدي بحروف عربية ولاتينية بشكل مميز باللون الازرق الغامق,12/21/2032 23:55,5/10/2023 16:50
1445007332,كاسجيفي,-,علامة مسجلة,لفظية,علامة تجارية ,فئة 5,-,Vertex Pharmaceuticals Incorporated,12/11/2023 18:38,الولايات المتحدة الأمريكية,9/7/2023 14:32,كلمة كاسجيفي بحروف عربية,5/21/2033 14:32,10/9/2023 15:40
1444044706,مركز دياليز لغسيل الكلى,DIALEYS CARE CENTER,بانتظار سداد رسوم التسجيل,تصويرية لفظية,علامة تجارية ,فئة44,شركة ديا ليز الطبي,-,11/16/2023 20:38,المملكة العربية السعودية ,7/5/2023 12:13,عبارة مركز دياليز لغسيل الكلى بحروف عربية وعبارة دياليز كير سنتر بحروف لاتينية وعلى الجانب رسمة كلى محاطة بدائرتين حدهما باللون الازرق والأخرى باللون الأخضر التركواز,3/18/2033 12:13,8/21/2023 15:25
1444019655,-,Thermo Fisher Scientific,علامة مسجلة,لفظية,علامة تجارية ,فئة 9,-,Thermo Fisher Scientific Inc.,3/19/2023 12:14,الولايات المتحدة الأمريكية,12/22/2022 14:37,عبارة ثيرمو فيشر ساينتيفيك بحروف لاتينية,9/4/2032 14:37,1/1/2023 11:24
1444033246,-,Cozy Cub,علامة مسجلة,تصويرية لفظية,علامة تجارية ,فئة 8,اكسيين للتجارة الالكترونية م م ح,-,6/27/2023 16:25,الإمارات العربية المتحدة,4/4/2023 14:34,كلمتا كوزي كب بحروف لاتينية مميزة حيث يتخلل الحرف أو رسم ما يشبه آثار قدم كلب ويتخلل الحرق سي الثاني رسم منحني صغير,12/16/2032 14:34,4/16/2023 13:47
1444020577,-,MODACAR M,علامة مسجلة,تصويرية لفظية,علامة تجارية ,فئة12,شركة المبدعون السعوديه لتطوير السيارات المحدوده,-,3/19/2023 13:44,المملكة العربية السعودية ,12/29/2022 10:17,كلمه مودا كار بحروف لاتينيه بشكل مميز يعلوها رسم اطار دائري بداخله  الحرف اللاتيني ام بشكل مميز والعلامه ككل باللون الابيض والاصفر على خلفيه باللون الاسود ,9/10/2032 10:17,1/17/2023 12:55
1444025743,-,-,علامة مسجلة,تصويرية,علامة تجارية ,فئة14,-,"Disney Enterprises, Inc.",4/27/2023 1:49,الولايات المتحدة الأمريكية,2/6/2023 15:06,رسم كاريكاتوري لفأر مبتسم يرتدي ملابس وقفازات وحذاء بشكل خاص بالألوان الأحمر والأصفر والأسود والأبيض,10/20/2032 15:06,2/15/2023 15:16
1444030562,-,ELECTROLIT ZERO,علامة مسجلة,تصويرية لفظية,علامة تجارية ,فئة 5,-,"LABORATORIOS PISA, S.A. DE C.V.",6/5/2023 19:59,المكسيك,3/14/2023 16:31,كلمتا إلكتروليت زيرو بحروف لاتينية مميزة يعلوها رسم خطوط منحنية بشكل خاص بالألوان الأزرق والرمادي والزيتي والبنفسجي والأحمر والأصفر والأخضر بتدرجاتهم,11/25/2032 16:31,4/4/2023 12:20
1444012860,-,ZOLEANT,علامة مسجلة,لفظية,علامة تجارية ,فئة31,-,"LABIANA LIFE SCIENCES, S.A.",1/17/2023 16:34,إسبانيا,11/1/2022 12:38,كلمة زوليانت بحروف لاتينية,7/15/2032 12:38,11/7/2022 16:38
1444014967,-,PARKIT,علامة مسجلة,تصويرية لفظية,علامة تجارية ,فئة41,مؤسسة وقفها لصف السيارات,-,2/14/2023 2:04,المملكة العربية السعودية ,11/16/2022 23:32, رسم لقوسين متقابلين احدهما في الاعلى باللون الاحمر والاخر اسفله مباشرة باللون الازرق الغامق الكحلي ثم بعدها كلمة باركت باللغة الانجليزية باللون الازرق الغامق الكحلي,7/30/2032 23:32,12/14/2022 14:51
1445003790,-,THAA.CO,علامة مسجلة,تصويرية لفظية,علامة تجارية ,فئة41,شركة فايس الخدمات الابداعية الشرق الاوسط وشمال افريقيا الاعلامية,-,11/26/2023 17:03,المملكة العربية السعودية ,8/15/2023 12:25,عبارة ثاء كو بحروف لاتينية باللون الاسود يتوسطها نقطة ويعلوها ثلاثة اشكال هندسية رباعية الشكل باللون الاسود على قاعدة سوداء.,4/28/2033 12:25,9/6/2023 14:10
1444006929,-,Promo Links,علامة مسجلة,تصويرية لفظية,علامة تجارية ,فئة35,شركة وميض الفكرة للتجارة,-,1/3/2023 15:39,المملكة العربية السعودية ,9/15/2022 10:33,بطاقة باللون الابيض بداخلها كلمتي برومو لينكس بحروف لاتينية باللون الازرق الفاتح والازرق الغامق ويعلوها رسم على شكل خطوط مترابطة داخل كرة ارضية باللون الازرق الفاتح والازرق الغامق,5/28/2032 10:33,10/5/2022 17:53
1444028430,-,WYMJI,علامة مسجلة,لفظية,علامة تجارية ,فئة 5,-,Bayer Aktiengesellschaft,6/5/2023 12:05,ألمانيا,2/27/2023 14:16,كلمة وايمجى بحروف لاتينية. ,11/10/2032 14:16,3/26/2023 12:14
1444028000,-,ORBRIX,علامة مسجلة,تصويرية لفظية,علامة تجارية ,فئة11,مؤسسة افق المجال التجارية,-,5/16/2023 0:39,المملكة العربية السعودية ,2/22/2023 20:36,كلمه اوربيكس بحروف لاتينيه بشكل مميز بتدرجات اللون البرتقالي ,11/5/2032 20:36,3/14/2023 22:12
1445001982,-,BAGNODESIGN,علامة مسجلة,لفظية,علامة تجارية ,فئة35,-,Sanipex S.A.,10/25/2023 19:44,جزر البهاما,8/1/2023 15:00,كلمة باجنوديزاين بحروف لاتينية,4/14/2033 15:00,8/24/2023 18:00
1444044728,-,Pepsi ,علامة مسجلة,تصويرية لفظية,علامة تجارية ,فئة25,-,"PepsiCo, Inc.",10/11/2023 14:44,الولايات المتحدة الأمريكية,7/5/2023 13:42,رسم لدائرة مجزأه الى ثلاثة اقسام بشكل مميز و يتوسطها كلمة بيبسي بحروف لاتينية و العلامة بالالوان الابيض و الاسود و الاحمر و الازرق,3/18/2033 13:42,8/3/2023 15:05
1444045973,-,MEDUSA,علامة مسجلة,لفظية,علامة تجارية ,فئة41,-,SAS MEDUSA,10/15/2023 14:19,فرنسا,7/13/2023 14:48,كلمة ميدوسا بحروف لاتينية,3/26/2033 14:48,8/2/2023 9:42
1444041510,-,LUTRON,علامة مسجلة,لفظية,علامة تجارية ,فئة11,-,"LUTRON ELECTRONICS CO., INC",9/17/2023 15:29,الولايات المتحدة الأمريكية,6/7/2023 15:59,كلمة لوترون بحروف لاتينية ,2/18/2033 15:59,7/2/2023 23:17
1444027222,-,LAURA GELLER,علامة مسجلة,لفظية,علامة تجارية ,فئة21,-,AS Beauty Group LLC,5/18/2023 15:19,الولايات المتحدة الأمريكية,2/16/2023 16:12,كلمتا لورا جيلر بحروف لاتينية,10/30/2032 16:12,3/16/2023 12:07
1444007866,-,PHASE,علامة مسجلة,تصويرية لفظية,علامة تجارية ,فئة30,محل قافلة القهوة لتقديم المشروبات,-,1/1/2023 4:54,المملكة العربية السعودية ,9/23/2022 18:19,رسم مستطيل باللون الاسود بداخله كلمه فيز بحروف لاتينيه بشكل مميز باللون الابيض ,6/5/2032 18:19,10/27/2022 17:07
1444003691,-,PREMIER PADEL,علامة مسجلة,تصويرية لفظية,علامة تجارية ,فئة18,شركة بريمير بادل ذ م م ,-,1/12/2023 23:14,قطر,8/22/2022 10:13,كلمتا بريمير بادل بحروف لاتينية مميزة بجانبها رسم لما يشبه نجمة بشكل خاص,5/4/2032 10:13,10/19/2022 10:58
1444014147,شركة الوفاء العربية للصناعة ,AL- WAFA ARAB CO FOR INDUSTRY.,علامة مسجلة,تصويرية لفظية,علامة تجارية ,فئة37,شركة الوفاء العربية للصناعة شركة شخص واحد,-,3/26/2023 0:24,المملكة العربية السعودية ,11/12/2022 9:50,شكل كتاب مفتوح للاعلى و مخطط ومتوازي وفي الاسفل عبارة شركة الوفاء العربية للصناعة بحروف عربية و عبارة الوفاء عرب كمباني فور اندستري  بحروف لاتينية والعلامة باللونين الازرق و الاصفر,7/26/2032 9:50,1/15/2023 10:31
1445001292,ليال,layal,علامة مسجلة,لفظية,علامة تجارية ,فئة 3,سعود خلف عويصي العنزي,-,12/3/2023 20:21,المملكة العربية السعودية ,7/26/2023 20:07,كلمة ليال بحروف عربيه ولاتينيه باللون الاسود.,4/8/2033 20:07,9/4/2023 11:55
1444017868,-,C SMART,علامة مسجلة,تصويرية لفظية,علامة تجارية ,فئة 9,-,"smart Automobile Co., Ltd.",3/19/2023 19:44,الصين,12/11/2022 11:53,الحرف اللاتيني سي يجاوره رسم يشبه السهم باللون الاسود و يدنوه كلمة سمارت بحروف لاتينية باللون الاسود.,8/24/2032 11:53,12/29/2022 0:46
1444016667,سورتيد ,Sorted,علامة مسجلة,تصويرية لفظية,علامة تجارية ,فئة43,مؤسسة سورت لتقديم المشروبات,-,4/6/2023 17:09,المملكة العربية السعودية ,11/30/2022 0:23,بطاقة باللون الابيض كتب بها حروف عربية ولاتينية كلمة سورتيد باللون الاسود .,8/13/2032 0:23,1/30/2023 21:41
1444045051,ابراج دبي للعود,AB,علامة مسجلة,تصويرية لفظية,علامة تجارية ,فئة 3,مؤسسة ابراج دبي للعود,-,10/2/2023 5:23,المملكة العربية السعودية ,7/6/2023 20:46,بطاقة مربع بداخلها عبارة ابراج دبي للعود بحروف عربية لون ذهبي والخلفية لون اسود فوق شكل هندسي مميز رسم لما يشابة علبة عطر بداخلها حروف لاتينية بي وحرف ايه يوجد سهم على يمين شكل هندسي ويوجد سهم  على اليسار شكل هندسي,3/19/2033 20:46,7/31/2023 16:55
1444022825,هيرتج,hairitage,علامة مسجلة,تصويرية لفظية,علامة تجارية ,فئة44,شركة الشعر الصحي للتزيين النسائي,-,4/4/2023 22:29,المملكة العربية السعودية ,1/16/2023 11:51,كلمة هيرتج بحروف لاتينية وعربية وفي الاعلى شكل منحني باللون الاسود. ,9/28/2032 11:51,2/1/2023 16:51
1444041776,غمدان,GHAMDAN,علامة مسجلة,تصويرية لفظية,علامة تجارية ,فئة32,شركة النعمان إخوان العالمية للتجارة المحدودة,-,9/22/2023 17:59,المملكة العربية السعودية ,6/8/2023 22:45,صوره خلفية بيضاء رسم قصر باللون الذهبي والأبيض وأسفله كلمة غمدان بحروف عربية باللون الأخضر الفاتح وفي الأسفل كلمة غمدان بحروف لاتينية باللون الذهبي وأعلاه كلمة غمدان باللغة العربية باللون الذهبي,2/19/2033 22:45,7/17/2023 17:20
1444035102,-,PIZZARO,علامة مسجلة,لفظية,علامة تجارية ,فئة43,كيتوبي ون اس بي في ليميتيد,Kitopi One Spv Limited,8/1/2023 16:11,الإمارات العربية المتحدة,4/19/2023 10:49,كلمة بيزارو بحروف لاتينية باللون الاسود.,12/31/2032 10:49,5/14/2023 16:55
1444014285,-,Botslab,علامة مسجلة,تصويرية لفظية,علامة تجارية ,فئة12,-,BEIJING QIHOO TECHNOLOGY COMPANY LIMITED,2/6/2023 19:59,الصين,11/13/2022 12:08,"كلمة بوتسلاب بحروف لاتينية مميزة، يتوسط الحرف أوه نقطتان، والجميع بشكل مميز باللونين الابيض والاسود.",7/27/2032 12:08,11/20/2022 14:43
1444027357,-,GLV,علامة مسجلة,تصويرية لفظية,علامة تجارية ,فئة14,-,Louis Vuitton Malletier,5/7/2023 21:19,فرنسا,2/19/2023 10:36,رسم هندسي دائري مقسم الى قسمين باللونين الابيض والاسود  يتوسطه الحروف اللاتينية جي ال في بشكل مميز,11/2/2032 10:36,3/2/2023 15:31
1444009935,شركة صدى الإعمار التجارية ,ECHO EMAAR TRADING COMPANY ,علامة مسجلة,تصويرية لفظية,علامة تجارية ,فئة11,شركة صدى الاعمار التجارية,ECHO EMAAR TRADING COMPANY,1/6/2023 11:14,المملكة العربية السعودية ,10/10/2022 2:40, خلفية سوداء تحتوي على شكل هندسي مستطيل حوافه شبه دائرية متدرج اللون الاصفر الفاتح الى الغامق  بجانبه حروف عربية شركة صدى الإعمار التجارية لونها ابيض بجانبها خط مستقيم متدرج اللون الاصفر الفاتح الى الغامق و اسفلها حروف لاتينية أيكو أعمار تريدنغ كومباني لونها ابيض ,6/22/2032 2:40,11/6/2022 16:11
1444024499,الرياض إيرلاين,-,علامة مسجلة,لفظية,علامة تجارية ,فئة39,شركة خدمات الطيران شركة شخص واحد مساهمة مقفلة,-,4/10/2023 15:49,المملكة العربية السعودية ,1/26/2023 17:36,عبارة الرياض إيرلاين بحروف عربية,10/9/2032 17:36,2/8/2023 18:39
1444014440,-,THE REBEL,علامة مسجلة,لفظية,علامة تجارية ,فئة35,-,Islestarr Holdings Limited,4/6/2023 15:14,المملكة المتحدة,11/14/2022 11:25,تتكون العلامة التجارية من الكلمات منطوقها بالعربي ذا ريبل مكتوبة بحروف لاتينية كبيرة باللون الأسود,7/28/2032 11:25,1/11/2023 11:33
1444018395,-,Shinoda,علامة مسجلة,تصويرية لفظية,علامة تجارية ,فئة11,مؤسسة هاني عبيدالله الحربي التجارية,-,2/19/2023 20:44,المملكة العربية السعودية ,12/13/2022 21:40,كلمة شينودا باللغه اللاتينيه باللون الازرق ويعلوها قوس ازرق اللون مفتوح للاسفل ,8/26/2032 21:40,12/21/2022 14:03
1445002209,-,Delita,علامة مسجلة,تصويرية لفظية,علامة تجارية ,فئة30,ايه دبليو اس للتوزيع,-,12/14/2023 14:44,الإمارات العربية المتحدة,8/2/2023 22:36,شكل مستطيل مائل باللون الأسود والأبيض بداخله كلمة ديليتا بحروف لاتينية باللون الأبيض,4/15/2033 22:36,9/27/2023 16:51
1444012516,-,DMTECH,علامة مسجلة,تصويرية لفظية,علامة تجارية ,فئة 9,شركة عادل ابوبكر عبدالله بركات التجارية,-,1/9/2023 17:29,المملكة العربية السعودية ,10/30/2022 17:56,خلفية باللون الابيض بداخلها رسم مربع على شكل مجموعة نقاط باللونين الأزرق الغامق والفاتح  بجانبهما مكتوب الحرفين اللاتينيان دي إم باللون الأزرق الغامق بشكل مميز بجانبهما مكتوب كلمة تيك بحروف لاتينية باللون الأزرق الفاتح بشكل مميز .,7/13/2032 17:56,11/8/2022 15:16
1445001229,إيفيتا,evita,علامة مسجلة,تصويرية لفظية,علامة تجارية ,فئة21,وليد ناصر راشد  العصيمي,-,11/2/2023 16:29,المملكة العربية السعودية ,7/26/2023 14:47,أسم إيفيتا بالعربي وأسفلها ايفيتا باللاتيني باللون الأبيض داخل مربع منحني من ثلاثة زوايا باللون الأحمر بحيث أن حرف  تي باللاتيني امتداده للأسفل يشكل حرف الألف لكلمة إيفيتا بالعربي .,4/8/2033 14:47,9/3/2023 10:05
1445005893,شاي ظبي,-,علامة مسجلة,تصويرية لفظية,علامة تجارية ,فئة30,مؤسسة شاي ظبي التجارية,-,11/27/2023 18:02,المملكة العربية السعودية ,8/29/2023 13:17,بطاقة مربعة بأطراف منحنية حمراء اللون بداخلها شكل مستطيل بالطول بحواف منحنية باللون الذهبي والأبيض بداخله من الأعلى دائرة ذهبية بداخلها رسم لشكل لحيوان الظبي على خلفية بتدرجات الأحمر والعنابي وأسفل منه مكتوب باللغة العربية شاي ظبي باللون الأبيض,5/12/2033 13:17,9/26/2023 18:27
1444018667,-,THE COFFEE BEAN & TEA LEAF EST. 1963 ,علامة مسجلة,تصويرية لفظية,علامة تجارية ,فئة43,-,Super Magnificent Coffee Company Ireland Limited,5/18/2023 16:59,أيرلندا,12/15/2022 13:33,رسم لدائرتين متداخلتين كتب على الدائرة الخارجية من الأعلى كلمة ذا بحروف لاتينية ومن الأسفل كتب عليها كلمة إيست بحروف لاتينية  يليها رمز النقطة يليها الرقم اللاتيني 1963 وكتب داخل الدائرة عبارة كوفي بين تي ليف بحروف لاتينية ورسم في الدائرة الداخلية  خط في منتصفه رمز آند  ورسم في الجزء العلوي من الدائرة حبة قهوة وفي الجزء السفلي ورقة شاي والعلامة ككل باللونين الأسود والأبيض,8/28/2032 13:33,2/23/2023 8:41
1445007725,-,S ,علامة مسجلة,تصويرية لفظية,علامة تجارية ,فئة35,اكسيين للتجارة الالكترونية م م ح,-,12/18/2023 14:53,الإمارات العربية المتحدة,9/11/2023 15:05,رسم بطاقة مائلة يتخللها من رأسها العلوي خط منحني صغير وبداخلها الحرف اللاتيني إس بشكل خاص,5/25/2033 15:05,10/16/2023 17:01
1444026079,-,Brenntag,علامة مسجلة,لفظية,علامة تجارية ,فئة39,-,Brenntag Holding GmbH,4/27/2023 12:09,ألمانيا,2/8/2023 12:18,كلمة برينتاغ بحروف لاتينية,10/22/2032 12:18,2/19/2023 16:46
1444032819,-,FEELS,علامة مسجلة,تصويرية لفظية,علامة تجارية ,فئة43,مؤسسة عربة الحلى لتقديم الوجبات,-,6/8/2023 2:20,المملكة العربية السعودية ,4/1/2023 20:07,كلمة فيلز بحروف لاتينيه بشكل مميز مقوس  والعلامه ككل باللون الاخضر الغامق على خلفيه باللون الاخضر الفاتح ,12/13/2032 20:07,4/6/2023 5:59
1445006791,-, MOONAX M,علامة مسجلة,تصويرية لفظية,علامة تجارية ,فئة14,مؤسسة صابره برك بن عبدالله المنهالي التجارية,-,12/25/2023 1:02,المملكة العربية السعودية ,9/4/2023 17:28, كلمة مونكس بحروف لاتينيه وكتب اعلاها الحرف اللاتيني ام على شكل هلالين متعاكسين واوسطهما رسم شكل مثلث مدبب الراس بشكل مميز والعلامه ككل باللون الاسود,5/18/2033 17:28,10/25/2023 18:43
1444033038,-,DevCloud,علامة مسجلة,لفظية,علامة تجارية ,فئة42,-,"Huawei Cloud Computing Technologies Co., Ltd.",7/4/2023 9:50,الصين,4/3/2023 10:04,كلمة ديفكلاود بحروف لاتينية باللون الاسود.,12/15/2032 10:04,4/16/2023 10:37
1444016464,-,-,علامة مسجلة,تصويرية,علامة تجارية ,فئة41,شركة نيوم شركة شخص واحد مساهمة مقفلة,-,4/13/2023 17:04,المملكة العربية السعودية ,11/28/2022 19:07,شكل ورقي مبتكر بألوان متعددة,8/11/2032 19:07,2/5/2023 15:14
1444036966,-,EWCC Efaa World Contracting Company,علامة مسجلة,تصويرية لفظية,علامة تجارية ,فئة37,شركة عالم ايفاء للمقاولات شركة شخص واحد,-,7/31/2023 12:10,المملكة العربية السعودية ,5/8/2023 13:16,خريطة الكرة الأرضية وعلى جزئها الأيمن الأحرف اللاتينية إي دبليو سي سي وتحت الكرة الارضية كلمة ايفا وورلد كونتراكتنج كومباني باللون البني فوق خلفية باللون الرمادي الفاتح,1/19/2033 13:16,5/29/2023 17:27
1444033797,ذا فلورست تاتش,the florist touch,علامة مسجلة,تصويرية لفظية,علامة تجارية ,فئة31,مؤسسة عائشه محمد علي آل عامر للزهور,-,7/31/2023 14:16,المملكة العربية السعودية ,4/8/2023 3:01,عباره ذا فلورست تاتش  بحروف عربيه ولاتينيه بشكل مميز يعلوها رسم زهره  يحيط بها رسم اغصان والعلامه ككل باللون الاحمر الغامق والفاتح ,12/20/2032 3:01,5/19/2023 22:10
1444038991,سنابل رهف,-,علامة مسجلة,تصويرية لفظية,علامة تجارية ,فئة30,محل سنابل رهف للحلويات و المكسرات,-,7/31/2023 18:19,المملكة العربية السعودية ,5/22/2023 23:20,بطاقة يوجد في وسطها رسمة إكليل باللون الأخضر بشكل دائري بداخله عبارة سنابل رهف بأحرف عربية باللون الأحمر.,2/2/2033 23:20,5/30/2023 15:02
1444040293,نجمة الواحة,-,علامة مسجلة,تصويرية لفظية,علامة تجارية ,فئة37,مؤسسة نجمة الواحه للوقود,-,9/3/2023 13:29,المملكة العربية السعودية ,5/31/2023 4:37,شكل نجمه بحرف الاس باللون الرصاصي اعلاه مثلث باللون البرتقالي وفي الاسفل عبارة نجمة الواحه بحروف عربيه باللون الرصاصي,2/11/2033 4:37,6/20/2023 13:49
1444026827,مزيج السعادة,-,علامة مسجلة,تصويرية لفظية,علامة تجارية ,فئة30,شركة هامة الرواسي للتجارة,-,5/16/2023 16:39,المملكة العربية السعودية ,2/14/2023 14:20,عبارة مزيج السعادة بحروف عربية بداخل رسم لما يشابه مستطيل بشكل مميز والعلامة ككل باللون الأبيض والبرتقالي,10/28/2032 14:20,3/15/2023 13:17
1444015333,-,A NEW DAY,علامة مسجلة,لفظية,علامة تجارية ,فئة26,-,"Target Brands, Inc.",3/5/2023 13:39,الولايات المتحدة الأمريكية,11/20/2022 12:23,عبارة ايه نيو داي بأحرف لاتينية.,8/3/2032 12:23,12/15/2022 10:56
1444037132,-,SD,علامة مسجلة,تصويرية لفظية,علامة تجارية ,فئة42,شركة حلول رقمية للاتصالات و تقنية المعلومات,-,7/31/2023 14:04,المملكة العربية السعودية ,5/9/2023 11:57,الحروف اللاتينية اس و دي مرسومة بطريقة مبتكرة باللون الاسود.,1/20/2033 11:57,5/28/2023 16:21
1444011494,-,THERMOCOOL SMARTTTOUCH,علامة مسجلة,لفظية,علامة تجارية ,فئة 10,-,"BIOSENSE WEBSTER, INC.",1/25/2023 1:19,الولايات المتحدة الأمريكية,10/23/2022 13:00,عبارة ثيرموكوول سمارتتاتش بحروف لاتينية باللون الأسود,7/5/2032 13:00,11/1/2022 17:09
1444042817,تحفه,TOHFAH T H,علامة مسجلة,تصويرية لفظية,علامة تجارية ,فئة21,شركة أبشر الخليج للتجارة (شركة شخص واحد),-,11/20/2023 18:21,المملكة العربية السعودية ,6/15/2023 16:41,صورة طائر البجعة مرسوم باللونين الابيض والاسود تطفو على بحيرة صغيرة مرسومة بخطوط سوداء واسفلهما حرفان لاتينيان مكتوبان باللون الاسود تي و اتش واسفلهم مباشرة كلمة لاتينية من ستة حروف باللون الاسود تحفه باللاتينية  واسفلهم مباشرة كلمة عربية من اربع حروف باللون الاسود تحفه بالعربية,2/26/2033 16:41,9/6/2023 15:32
1444022395,-,VOLVO EX40 ,علامة مسجلة,لفظية,علامة تجارية ,فئة12,-,Volvo Trademark Holding AB,6/14/2023 13:19,السويد,1/12/2023 14:34,كلمة فولفو بحروف لاتينية يليها الحرفان اللاتينيان إي إكس يليهما الرقم اللاتيني فورتي والعلامة باللون الأسود وبخط عريض,9/24/2032 14:34,3/20/2023 8:34
1444033349,-,EVIDEN,علامة مسجلة,لفظية,علامة تجارية ,فئة 9,ايفيدين,Eviden,7/4/2023 9:54,فرنسا,4/5/2023 10:21,كلمة إيفيدن بحروف لاتينية باللون الاسود,12/17/2032 10:21,4/16/2023 11:43
1445002964,-,-,علامة مسجلة,تصويرية,علامة تجارية ,فئة 9,-,Sandvik AB,11/26/2023 17:03,السويد,8/10/2023 11:08,رسم بشكل مميز يشبه الدائرة غير مكتملة باللون الأسود,4/23/2033 11:08,9/6/2023 14:17
1444045869,-,AML AL MADAEN LOGISTICS CO,علامة مسجلة,تصويرية لفظية,علامة تجارية ,فئة39,شركة المدائن للخدمات اللوجستية شخص واحد,-,11/12/2023 11:19,المملكة العربية السعودية ,7/12/2023 22:34,حروف مكتوبة باللغه اللاتينية  اي ام ال  باللون الأزرق وبخط كبير وعريض وباخر حرف  الال  توجد سيارة لنقل البضائع  وحول الاحرف يوجد منحنى دائري يضم الاحرف باللون الاصفر وبأسفل اسم العلامة جملة باللغة الاتينية  ال مداين لوجستك كو وهي بخط اصفر وباللون الاسود والعلامة بالكامل على خلفيه باللون الابيض.,3/25/2033 22:34,9/5/2023 12:02
1444019484,-,LV La Vue Cafe & Lounge,علامة مسجلة,تصويرية لفظية,علامة تجارية ,فئة30,مؤسسة زامل بن عبدالله بن علي الزويهري لتقديم المشروبات,-,5/14/2023 17:04,المملكة العربية السعودية ,12/21/2022 17:21,عبارة لافو كافيه آند لاونج بحروف لاتينية اسفلها رسم لما يشابه زخرفة مميزة يعلوهما رسم لما يشابه زخرفة زهور وشكل دائرة بداخلها الحرفان اللاتينيان إل في بشكل مميز والعلامة ككل باللون الأسود ,9/3/2032 17:21,3/9/2023 11:27
1444015414,-,GOODFELLOW & CO,علامة مسجلة,لفظية,علامة تجارية ,فئة 9,-,"Target Brands, Inc.",3/8/2023 13:19,الولايات المتحدة الأمريكية,11/20/2022 15:34,عبارة جودفيلو اند كو بأحرف لاتينية.,8/3/2032 15:34,12/19/2022 10:13
